job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,benefits_score,company_name,remote_category
XYZ43008,LLM Engineer,135325,GBP,Mid,Part Time,France,L,Ireland,100,"Docker, Data Visualization, Azure, LangChain, Computer Vision",Bachelor,8,Media,1/16/23,7.2,NextGen Analytics,Fully Remote
XYZ43009,Generative AI Specialist,102786,GBP,Senior,Freelancer,United States,S,Singapore,0,"Git, LLM, MLOps, Docker, Statistics",PhD,2,Manufacturing,6/20/23,6.7,NeuralNet Inc,On-site
XYZ43010,ChatGPT Prompt Engineer,105793,GBP,Executive,Contract,Australia,S,Denmark,50,"Hadoop, Deep Learning, TensorFlow, LLM, Statistics",Bachelor,1,Real Estate,9/17/23,7.1,NeuralNet Inc,Hybrid
XYZ43011,AI Research Scientist,80637,USD,Mid,Freelancer,Sweden,M,Denmark,50,"Tableau, Data Visualization, Scala, Statistics, Java",PhD,2,Automotive,6/9/23,9.2,AlphaByte AI,Hybrid
XYZ43012,AI Research Scientist,139965,EUR,Mid,Full Time,United States,S,Singapore,0,"Prompt Engineering, Hadoop, Scala, Kubernetes, AWS",Associate,13,Automotive,2/8/23,7.8,AlphaByte AI,On-site
XYZ43013,LLM Engineer,144926,USD,Entry_Level,Full Time,Ireland,M,South Korea,50,"Statistics, Prompt Engineering, Computer Vision, MLOps, Git",PhD,8,Government,7/28/23,8.9,AlphaByte AI,Hybrid
XYZ43014,Generative AI Specialist,122983,GBP,Entry_Level,Part Time,Australia,L,China,50,"Prompt Engineering, Computer Vision, LLM, Kubernetes, PyTorch",Associate,0,Consulting,3/21/23,5.4,NeuralNet Inc,Hybrid
XYZ43015,LLM Engineer,108719,USD,Mid,Contract,Sweden,S,Switzerland,50,"Kubernetes, ChatGPT, Computer Vision, LLM, TensorFlow",Associate,6,Government,7/24/23,8.2,NeuralNet Inc,Hybrid
XYZ43016,Generative AI Specialist,119724,EUR,Mid,Full Time,Denmark,L,Ireland,100,"Docker, TensorFlow, ChatGPT, Python, Java",Master,4,Government,9/4/23,9.8,NeuralNet Inc,Fully Remote
XYZ43017,LLM Engineer,82696,EUR,Mid,Part Time,Israel,L,China,50,"LangChain, Git, Hadoop, TensorFlow, Scala",Bachelor,4,Media,1/1/23,5.7,NextGen Analytics,Hybrid
XYZ43018,AI Research Scientist,154845,EUR,Entry_Level,Contract,United States,S,Canada,100,"Java, NLP, Git, Transformer, AWS",Bachelor,3,Finance,11/21/23,8.0,AlphaByte AI,Fully Remote
XYZ43019,NLP Engineer,161004,GBP,Executive,Freelancer,Israel,M,Germany,50,"ChatGPT, Java, SQL, Hadoop, Scala",Associate,1,Automotive,4/23/23,7.1,AlphaByte AI,Hybrid
XYZ43020,NLP Engineer,166049,GBP,Mid,Part Time,Sweden,L,Sweden,0,"Prompt Engineering, Python, Git, NLP, Computer Vision",Master,7,Retail,2/9/23,6.5,AlphaByte AI,On-site
XYZ43021,LLM Engineer,128322,GBP,Senior,Contract,Austria,M,Finland,50,"Spark, Python, Hadoop, Kubernetes, LLM",Associate,10,Manufacturing,6/26/23,7.7,NextGen Analytics,Hybrid
XYZ43022,Generative AI Specialist,75453,EUR,Mid,Part Time,Switzerland,S,France,50,"Hadoop, Python, Azure, LangChain, R",Bachelor,11,Manufacturing,9/14/23,8.9,NextGen Analytics,Hybrid
XYZ43023,LLM Engineer,125976,USD,Senior,Contract,United States,S,Austria,100,"Git, MLOps, Python, Docker, Azure",Bachelor,2,Government,1/1/23,9.7,NeuralNet Inc,Fully Remote
XYZ43024,NLP Engineer,81011,EUR,Mid,Full Time,Switzerland,M,United Kingdom,50,"Deep Learning, Statistics, MLOps, Docker, R",Bachelor,2,Finance,6/22/23,9.7,NextGen Analytics,Hybrid
XYZ43025,ChatGPT Prompt Engineer,85308,USD,Entry_Level,Full Time,India,M,Denmark,100,"GCP, Azure, MLOps, Tableau, Linux",Master,12,Retail,10/20/23,5.2,NeuralNet Inc,Fully Remote
XYZ43026,AI Research Scientist,81631,GBP,Mid,Part Time,India,L,India,100,"Tableau, Azure, Prompt Engineering, Computer Vision, NLP",Master,3,Real Estate,10/16/23,8.0,NeuralNet Inc,Fully Remote
XYZ43027,Generative AI Specialist,78821,USD,Mid,Part Time,Australia,S,United States,50,"MLOps, Transformer, Data Visualization, Hadoop, SQL",PhD,5,Media,12/12/23,9.8,NeuralNet Inc,Hybrid
XYZ43028,AI Research Scientist,76863,USD,Senior,Contract,China,M,Netherlands,100,"Deep Learning, Prompt Engineering, Docker, Java, Scala",Master,1,Technology,6/1/23,7.5,NextGen Analytics,Fully Remote
XYZ43029,LLM Engineer,73709,USD,Executive,Contract,India,L,Denmark,50,"Data Visualization, Deep Learning, Python, Computer Vision, Mathematics",Master,14,Automotive,4/3/23,5.6,NeuralNet Inc,Hybrid
XYZ43030,AI Research Scientist,80980,EUR,Mid,Contract,Austria,M,Ireland,0,"SQL, Docker, TensorFlow, Deep Learning, AWS",Bachelor,13,Healthcare,11/13/23,7.2,NeuralNet Inc,On-site
XYZ43031,ChatGPT Prompt Engineer,140384,EUR,Senior,Part Time,Ireland,L,Sweden,0,"Azure, ChatGPT, MLOps, Linux, AWS",Associate,8,Consulting,11/25/23,5.4,Visionary AI,On-site
XYZ43032,NLP Engineer,126161,USD,Mid,Freelancer,Germany,S,Sweden,0,"Spark, Azure, Hadoop, Transformer, LangChain",Master,3,Finance,10/8/23,9.3,Quantum Minds,On-site
XYZ43033,AI Research Scientist,95757,GBP,Senior,Contract,Israel,M,Japan,0,"Java, AWS, Azure, Kubernetes, Git",PhD,10,Government,5/22/23,8.5,AlphaByte AI,On-site
XYZ43034,Generative AI Specialist,131223,EUR,Entry_Level,Contract,Sweden,S,Sweden,50,"ChatGPT, Transformer, Prompt Engineering, Linux, SQL",PhD,8,Media,11/19/23,9.8,NeuralNet Inc,Hybrid
XYZ43035,ChatGPT Prompt Engineer,80117,EUR,Entry_Level,Freelancer,Australia,S,United Kingdom,50,"ChatGPT, Computer Vision, Git, SQL, Hadoop",Bachelor,12,Energy,2/10/23,6.6,NeuralNet Inc,Hybrid
XYZ43036,AI Research Scientist,140108,GBP,Entry_Level,Contract,South Korea,M,China,0,"Java, NLP, PyTorch, Prompt Engineering, Scala",PhD,9,Consulting,12/9/23,9.2,Visionary AI,On-site
XYZ43037,Generative AI Specialist,76285,EUR,Executive,Part Time,South Korea,S,Israel,50,"AWS, Python, Azure, Java, Computer Vision",Associate,11,Gaming,12/19/23,9.3,Visionary AI,Hybrid
XYZ43038,LLM Engineer,154669,EUR,Mid,Full Time,Canada,L,Netherlands,100,"Deep Learning, Data Visualization, Transformer, TensorFlow, Scala",Associate,10,Energy,10/22/23,7.6,Visionary AI,Fully Remote
XYZ43039,LLM Engineer,124962,USD,Entry_Level,Contract,India,M,Netherlands,100,"Kubernetes, MLOps, Scala, R, SQL",Bachelor,4,Transportation,4/1/23,6.9,NextGen Analytics,Fully Remote
XYZ43040,AI Research Scientist,88533,GBP,Executive,Freelancer,China,S,Singapore,100,"ChatGPT, Transformer, NLP, LLM, Statistics",PhD,6,Telecommunications,10/3/23,5.5,NextGen Analytics,Fully Remote
XYZ43041,ChatGPT Prompt Engineer,164144,GBP,Entry_Level,Full Time,Switzerland,M,Israel,50,"ChatGPT, GCP, Azure, Python, Git",Master,9,Energy,3/20/23,8.8,Quantum Minds,Hybrid
XYZ43042,NLP Engineer,105085,USD,Senior,Full Time,Germany,S,South Korea,0,"Kubernetes, LangChain, Deep Learning, SQL, Statistics",PhD,1,Gaming,5/12/23,9.9,Quantum Minds,On-site
XYZ43043,Generative AI Specialist,85984,EUR,Senior,Freelancer,Japan,L,Norway,100,"Spark, GCP, PyTorch, Scala, MLOps",PhD,13,Gaming,8/16/23,6.3,NextGen Analytics,Fully Remote
XYZ43044,LLM Engineer,132673,GBP,Senior,Full Time,Finland,L,Israel,50,"MLOps, Deep Learning, Hadoop, Computer Vision, Tableau",Master,2,Media,2/22/23,9.7,NextGen Analytics,Hybrid
XYZ43045,LLM Engineer,114220,GBP,Mid,Full Time,Switzerland,M,Sweden,0,"MLOps, PyTorch, Data Visualization, Computer Vision, LLM",PhD,13,Telecommunications,5/5/23,9.3,Quantum Minds,On-site
XYZ43046,NLP Engineer,98345,GBP,Executive,Freelancer,Japan,L,Canada,100,"Docker, Prompt Engineering, ChatGPT, Kubernetes, Computer Vision",Associate,11,Healthcare,9/1/23,7.7,Quantum Minds,Fully Remote
XYZ43047,NLP Engineer,100691,GBP,Executive,Freelancer,Finland,M,Finland,0,"LLM, TensorFlow, Prompt Engineering, GCP, Mathematics",PhD,11,Education,7/24/23,8.5,NextGen Analytics,On-site
XYZ43048,AI Research Scientist,94057,USD,Executive,Freelancer,Ireland,S,United States,100,"Mathematics, Azure, GCP, TensorFlow, Deep Learning",Bachelor,2,Gaming,8/20/23,5.1,Quantum Minds,Fully Remote
XYZ43049,ChatGPT Prompt Engineer,108950,USD,Mid,Contract,France,S,Norway,50,"Hadoop, Data Visualization, PyTorch, Spark, NLP",Master,0,Technology,2/15/23,8.4,Visionary AI,Hybrid
XYZ43050,LLM Engineer,149399,GBP,Entry_Level,Contract,France,L,United States,0,"Mathematics, Transformer, Java, GCP, Linux",Master,1,Finance,12/6/23,5.9,NeuralNet Inc,On-site
XYZ43051,NLP Engineer,113021,USD,Executive,Part Time,Sweden,M,Austria,100,"MLOps, Linux, Tableau, NLP, Docker",Master,6,Telecommunications,1/27/23,5.6,AlphaByte AI,Fully Remote
XYZ43052,ChatGPT Prompt Engineer,122832,GBP,Executive,Full Time,United Kingdom,S,Sweden,50,"Docker, Scala, Data Visualization, ChatGPT, Python",PhD,14,Technology,8/21/23,9.9,AlphaByte AI,Hybrid
XYZ43053,NLP Engineer,166548,GBP,Senior,Freelancer,Germany,M,Austria,100,"Prompt Engineering, Azure, Java, TensorFlow, Kubernetes",Master,8,Healthcare,10/6/23,8.5,AlphaByte AI,Fully Remote
XYZ43054,Generative AI Specialist,168192,USD,Executive,Freelancer,China,S,Ireland,100,"AWS, Java, TensorFlow, Hadoop, PyTorch",PhD,7,Retail,10/23/23,9.8,Quantum Minds,Fully Remote
XYZ43055,Generative AI Specialist,131131,GBP,Entry_Level,Freelancer,Netherlands,M,Israel,100,"R, Linux, Java, Data Visualization, Scala",PhD,4,Retail,11/5/23,7.6,Visionary AI,Fully Remote
XYZ43056,NLP Engineer,168196,USD,Mid,Contract,Israel,M,Norway,50,"Java, Mathematics, Scala, Data Visualization, Deep Learning",Master,0,Education,1/20/23,9.4,NeuralNet Inc,Hybrid
XYZ43057,LLM Engineer,161138,USD,Mid,Part Time,France,S,Canada,50,"Deep Learning, PyTorch, NLP, Kubernetes, Scala",Associate,15,Manufacturing,10/6/23,6.4,Quantum Minds,Hybrid
XYZ43058,AI Research Scientist,168056,USD,Entry_Level,Contract,United Kingdom,S,South Korea,50,"LangChain, Statistics, Spark, Azure, NLP",PhD,14,Government,7/22/23,9.6,NeuralNet Inc,Hybrid
XYZ43059,LLM Engineer,153963,GBP,Mid,Contract,Finland,M,Australia,50,"SQL, NLP, R, MLOps, Git",Master,4,Energy,4/2/23,5.5,Quantum Minds,Hybrid
XYZ43060,Generative AI Specialist,147171,GBP,Mid,Freelancer,Singapore,M,Switzerland,50,"SQL, Computer Vision, Linux, R, Kubernetes",Bachelor,15,Gaming,7/9/23,9.3,NextGen Analytics,Hybrid
XYZ43061,Generative AI Specialist,105684,USD,Senior,Full Time,Finland,M,Japan,100,"Linux, Azure, Git, Spark, Python",Associate,11,Automotive,12/14/23,6.1,AlphaByte AI,Fully Remote
XYZ43062,ChatGPT Prompt Engineer,132330,EUR,Executive,Freelancer,China,S,Japan,0,"Transformer, Azure, R, Prompt Engineering, Git",PhD,7,Media,9/4/23,8.5,NextGen Analytics,On-site
XYZ43063,LLM Engineer,99588,USD,Entry_Level,Part Time,Singapore,L,Netherlands,50,"Python, PyTorch, LLM, ChatGPT, Scala",Associate,10,Gaming,2/7/23,5.3,Visionary AI,Hybrid
XYZ43064,ChatGPT Prompt Engineer,169790,GBP,Senior,Part Time,India,M,Germany,50,"SQL, Mathematics, Statistics, Azure, Prompt Engineering",Master,2,Healthcare,2/18/23,7.5,AlphaByte AI,Hybrid
XYZ43065,NLP Engineer,95977,USD,Mid,Full Time,Norway,S,Denmark,100,"Statistics, R, LangChain, Computer Vision, Scala",Master,0,Healthcare,11/7/23,8.3,Visionary AI,Fully Remote
XYZ43066,LLM Engineer,113973,USD,Mid,Contract,South Korea,M,Australia,50,"Deep Learning, Prompt Engineering, SQL, NLP, ChatGPT",PhD,12,Energy,10/26/23,9.2,NextGen Analytics,Hybrid
XYZ43067,Generative AI Specialist,159325,USD,Mid,Part Time,Switzerland,M,Israel,100,"Computer Vision, LLM, SQL, Hadoop, Deep Learning",Bachelor,15,Automotive,4/6/23,6.4,AlphaByte AI,Fully Remote
XYZ43068,AI Research Scientist,109361,USD,Executive,Part Time,Germany,M,Netherlands,50,"LLM, AWS, Transformer, Azure, Docker",Master,14,Real Estate,2/19/23,7.0,NeuralNet Inc,Hybrid
XYZ43069,Generative AI Specialist,158449,USD,Entry_Level,Full Time,Singapore,L,United Kingdom,50,"Azure, LLM, AWS, ChatGPT, GCP",PhD,5,Healthcare,1/6/23,5.0,NextGen Analytics,Hybrid
XYZ43070,ChatGPT Prompt Engineer,93352,EUR,Mid,Contract,Denmark,S,Australia,100,"Linux, Transformer, GCP, TensorFlow, Tableau",PhD,10,Government,8/13/23,7.8,NextGen Analytics,Fully Remote
XYZ43071,AI Research Scientist,135372,EUR,Mid,Full Time,Switzerland,L,Singapore,0,"Linux, Prompt Engineering, TensorFlow, LangChain, Java",Master,15,Healthcare,5/19/23,6.8,NeuralNet Inc,On-site
XYZ43072,AI Research Scientist,118741,EUR,Mid,Freelancer,Norway,S,Israel,0,"Data Visualization, AWS, Git, MLOps, PyTorch",PhD,11,Healthcare,4/7/23,8.8,NeuralNet Inc,On-site
XYZ43073,ChatGPT Prompt Engineer,87671,GBP,Mid,Full Time,South Korea,S,Australia,50,"R, SQL, Java, Statistics, Kubernetes",PhD,12,Manufacturing,2/25/23,5.5,Visionary AI,Hybrid
XYZ43074,ChatGPT Prompt Engineer,133555,EUR,Mid,Full Time,Norway,M,United Kingdom,100,"Git, MLOps, AWS, Tableau, Transformer",Bachelor,5,Finance,4/27/23,9.1,Visionary AI,Fully Remote
XYZ43075,LLM Engineer,128377,USD,Executive,Part Time,Austria,L,Switzerland,100,"MLOps, Docker, Scala, TensorFlow, Statistics",Bachelor,4,Technology,8/5/23,8.7,Quantum Minds,Fully Remote
XYZ43076,Generative AI Specialist,74971,GBP,Senior,Contract,Denmark,L,Singapore,50,"R, LLM, Transformer, Statistics, TensorFlow",PhD,8,Education,8/3/23,10.0,NextGen Analytics,Hybrid
XYZ43077,ChatGPT Prompt Engineer,165360,GBP,Senior,Full Time,Canada,M,Norway,50,"Statistics, Mathematics, R, Transformer, TensorFlow",Associate,12,Gaming,2/4/23,6.2,AlphaByte AI,Hybrid
XYZ43078,LLM Engineer,74887,EUR,Mid,Part Time,France,L,Singapore,50,"NLP, PyTorch, Python, Tableau, Data Visualization",PhD,8,Energy,6/22/23,6.3,Quantum Minds,Hybrid
XYZ43079,ChatGPT Prompt Engineer,128293,GBP,Mid,Contract,France,M,Japan,0,"Python, Kubernetes, R, NLP, Prompt Engineering",Associate,15,Transportation,4/23/23,9.4,Visionary AI,On-site
XYZ43080,NLP Engineer,80393,EUR,Mid,Full Time,Australia,M,Ireland,0,"Statistics, ChatGPT, MLOps, LLM, Azure",Associate,9,Manufacturing,11/24/23,7.7,Visionary AI,On-site
XYZ43081,LLM Engineer,76336,GBP,Executive,Contract,United States,L,Sweden,50,"Azure, TensorFlow, Python, PyTorch, Hadoop",Associate,1,Finance,2/25/23,7.9,Quantum Minds,Hybrid
XYZ43082,NLP Engineer,79928,USD,Mid,Part Time,Sweden,S,Canada,100,"Kubernetes, MLOps, Azure, LLM, LangChain",Master,12,Real Estate,8/1/23,7.3,NextGen Analytics,Fully Remote
XYZ43083,NLP Engineer,95516,USD,Mid,Full Time,South Korea,M,Switzerland,0,"Git, Hadoop, Data Visualization, LangChain, Kubernetes",PhD,10,Technology,3/4/23,9.0,NextGen Analytics,On-site
XYZ43084,AI Research Scientist,145752,GBP,Entry_Level,Freelancer,Austria,M,South Korea,50,"AWS, Java, MLOps, Tableau, LangChain",Master,3,Transportation,10/11/23,7.1,Visionary AI,Hybrid
XYZ43085,AI Research Scientist,133076,USD,Entry_Level,Full Time,Australia,M,Sweden,0,"LangChain, Spark, Azure, PyTorch, Scala",Bachelor,12,Manufacturing,8/14/23,8.5,AlphaByte AI,On-site
XYZ43086,LLM Engineer,132207,GBP,Senior,Contract,China,S,China,50,"NLP, LLM, Data Visualization, Python, Tableau",PhD,4,Education,1/16/23,8.5,NextGen Analytics,Hybrid
XYZ43087,ChatGPT Prompt Engineer,147781,EUR,Mid,Contract,Israel,L,Germany,50,"Mathematics, R, Spark, AWS, Docker",Master,6,Media,2/9/23,5.2,NeuralNet Inc,Hybrid
XYZ43088,AI Research Scientist,161350,USD,Senior,Freelancer,France,M,United Kingdom,100,"Data Visualization, NLP, Hadoop, PyTorch, Linux",Bachelor,1,Gaming,8/7/23,8.4,NeuralNet Inc,Fully Remote
XYZ43089,NLP Engineer,121777,USD,Executive,Contract,Australia,L,Japan,100,"AWS, Spark, R, Transformer, Linux",Master,2,Education,6/3/23,7.3,Visionary AI,Fully Remote
XYZ43090,LLM Engineer,74617,USD,Senior,Part Time,United Kingdom,M,Netherlands,100,"LangChain, Deep Learning, Statistics, NLP, Python",Bachelor,2,Gaming,1/26/23,6.8,AlphaByte AI,Fully Remote
XYZ43091,ChatGPT Prompt Engineer,165787,EUR,Mid,Full Time,France,L,India,50,"Prompt Engineering, MLOps, ChatGPT, Scala, Python",Associate,3,Finance,11/6/23,7.4,AlphaByte AI,Hybrid
XYZ43092,LLM Engineer,108134,USD,Mid,Contract,United Kingdom,M,Austria,100,"Tableau, ChatGPT, Git, Data Visualization, AWS",Bachelor,1,Government,9/8/23,9.6,AlphaByte AI,Fully Remote
XYZ43093,NLP Engineer,144945,USD,Senior,Contract,Switzerland,M,Sweden,100,"Computer Vision, Linux, Java, Mathematics, Docker",Bachelor,6,Consulting,1/19/23,6.4,NeuralNet Inc,Fully Remote
XYZ43094,Generative AI Specialist,155942,USD,Entry_Level,Freelancer,Austria,M,Singapore,50,"Python, Linux, ChatGPT, Prompt Engineering, Docker",Master,1,Transportation,8/19/23,5.9,Quantum Minds,Hybrid
XYZ43095,ChatGPT Prompt Engineer,87753,EUR,Senior,Freelancer,Sweden,L,Singapore,100,"Mathematics, LangChain, Docker, Java, Kubernetes",Bachelor,0,Telecommunications,2/8/23,9.4,Quantum Minds,Fully Remote
XYZ43096,ChatGPT Prompt Engineer,135380,EUR,Senior,Full Time,South Korea,S,Austria,50,"Deep Learning, Linux, Python, Tableau, Mathematics",Associate,12,Media,4/26/23,7.9,NeuralNet Inc,Hybrid
XYZ43097,NLP Engineer,74905,USD,Entry_Level,Contract,United States,M,Denmark,100,"Docker, Kubernetes, LangChain, Tableau, Deep Learning",PhD,9,Education,9/7/23,10.0,NeuralNet Inc,Fully Remote
XYZ43098,NLP Engineer,146299,EUR,Executive,Full Time,Austria,L,China,50,"Linux, Statistics, PyTorch, Prompt Engineering, SQL",Bachelor,13,Manufacturing,4/19/23,5.4,AlphaByte AI,Hybrid
XYZ43099,NLP Engineer,150635,GBP,Mid,Full Time,Netherlands,L,Austria,50,"Hadoop, Python, Git, Tableau, TensorFlow",Associate,15,Healthcare,1/26/23,5.8,AlphaByte AI,Hybrid
XYZ43100,Generative AI Specialist,162013,EUR,Executive,Contract,Denmark,S,Japan,100,"SQL, ChatGPT, Mathematics, Transformer, LangChain",Master,4,Retail,5/16/23,8.7,NextGen Analytics,Fully Remote
XYZ43101,NLP Engineer,75604,GBP,Senior,Freelancer,Germany,S,Switzerland,100,"Scala, Linux, ChatGPT, AWS, SQL",PhD,2,Energy,2/9/23,7.2,Quantum Minds,Fully Remote
XYZ43102,Generative AI Specialist,136091,EUR,Mid,Full Time,Australia,S,Denmark,50,"Python, Hadoop, Linux, Java, ChatGPT",Master,14,Telecommunications,4/26/23,7.1,Quantum Minds,Hybrid
XYZ43103,Generative AI Specialist,150955,USD,Executive,Full Time,Japan,S,South Korea,0,"Hadoop, NLP, MLOps, Scala, Azure",Master,5,Consulting,12/17/23,7.8,Visionary AI,On-site
XYZ43104,AI Research Scientist,113019,USD,Executive,Part Time,Denmark,M,Singapore,100,"SQL, ChatGPT, Prompt Engineering, LangChain, R",Associate,2,Government,7/2/23,5.1,Quantum Minds,Fully Remote
XYZ43105,NLP Engineer,118243,GBP,Mid,Contract,Singapore,L,Austria,0,"Azure, Statistics, Spark, Java, Tableau",Master,12,Media,8/4/23,8.7,Quantum Minds,On-site
XYZ43106,NLP Engineer,128307,USD,Executive,Part Time,Australia,L,Netherlands,0,"NLP, Transformer, Linux, Tableau, Scala",PhD,4,Media,8/15/23,7.0,AlphaByte AI,On-site
XYZ43107,AI Research Scientist,122991,EUR,Mid,Freelancer,Japan,L,Ireland,100,"GCP, Tableau, SQL, Git, TensorFlow",Bachelor,4,Finance,2/20/23,5.4,Visionary AI,Fully Remote
XYZ43108,LLM Engineer,86396,USD,Entry_Level,Full Time,Ireland,L,Austria,0,"SQL, PyTorch, LangChain, Prompt Engineering, Kubernetes",Bachelor,1,Real Estate,3/22/23,8.4,Visionary AI,On-site
XYZ43109,NLP Engineer,163212,USD,Mid,Contract,Netherlands,M,Canada,0,"ChatGPT, Docker, Computer Vision, Prompt Engineering, PyTorch",Associate,3,Transportation,2/25/23,7.3,AlphaByte AI,On-site
XYZ43110,Generative AI Specialist,148942,USD,Entry_Level,Full Time,Ireland,M,Denmark,50,"Azure, Scala, TensorFlow, Mathematics, Tableau",Associate,4,Government,8/4/23,6.8,Quantum Minds,Hybrid
XYZ43111,LLM Engineer,172084,EUR,Entry_Level,Contract,Canada,L,China,100,"Prompt Engineering, Python, Tableau, GCP, Spark",Associate,2,Technology,12/12/23,8.8,Visionary AI,Fully Remote
XYZ43112,AI Research Scientist,107946,EUR,Executive,Freelancer,Switzerland,L,Sweden,50,"Spark, Azure, PyTorch, MLOps, Hadoop",Bachelor,7,Manufacturing,12/2/23,5.7,AlphaByte AI,Hybrid
XYZ43113,ChatGPT Prompt Engineer,144948,GBP,Mid,Freelancer,Austria,S,Austria,50,"Hadoop, Data Visualization, SQL, Computer Vision, AWS",Master,7,Telecommunications,8/21/23,6.1,Quantum Minds,Hybrid
XYZ43114,AI Research Scientist,131340,USD,Mid,Contract,Sweden,S,Netherlands,50,"Deep Learning, GCP, Prompt Engineering, PyTorch, NLP",Master,0,Transportation,3/6/23,8.3,Quantum Minds,Hybrid
XYZ43115,Generative AI Specialist,109849,GBP,Executive,Freelancer,Israel,M,Japan,100,"Transformer, Spark, Computer Vision, Deep Learning, ChatGPT",Associate,6,Government,12/22/23,9.1,Quantum Minds,Fully Remote
XYZ43116,NLP Engineer,95368,USD,Senior,Freelancer,Israel,S,Canada,50,"PyTorch, Python, Deep Learning, AWS, Prompt Engineering",Bachelor,0,Technology,8/4/23,9.7,NextGen Analytics,Hybrid
XYZ43117,LLM Engineer,85428,USD,Entry_Level,Part Time,Australia,L,Sweden,50,"Hadoop, AWS, Data Visualization, Mathematics, Transformer",Master,12,Healthcare,12/2/23,6.0,NextGen Analytics,Hybrid
XYZ43118,AI Research Scientist,136875,EUR,Mid,Contract,Singapore,M,Switzerland,100,"NLP, Prompt Engineering, AWS, R, LLM",Bachelor,13,Retail,5/10/23,7.9,AlphaByte AI,Fully Remote
XYZ43119,LLM Engineer,125646,EUR,Entry_Level,Contract,China,M,Germany,100,"Prompt Engineering, MLOps, Java, Linux, Hadoop",Master,4,Manufacturing,4/15/23,7.8,NextGen Analytics,Fully Remote
XYZ43120,ChatGPT Prompt Engineer,152050,GBP,Entry_Level,Freelancer,Canada,L,Austria,100,"Tableau, Statistics, Computer Vision, Deep Learning, Spark",Master,0,Transportation,3/16/23,7.8,NeuralNet Inc,Fully Remote
XYZ43121,Generative AI Specialist,98059,EUR,Mid,Part Time,United Kingdom,S,South Korea,50,"Scala, LLM, GCP, Docker, Deep Learning",Master,4,Media,3/16/23,9.4,NextGen Analytics,Hybrid
XYZ43122,ChatGPT Prompt Engineer,163393,GBP,Mid,Part Time,United States,L,Canada,50,"Computer Vision, Deep Learning, Java, Python, Mathematics",Bachelor,11,Retail,3/20/23,7.5,Visionary AI,Hybrid
XYZ43123,Generative AI Specialist,98366,GBP,Senior,Part Time,United Kingdom,M,Canada,50,"TensorFlow, GCP, Spark, Azure, Deep Learning",Master,8,Telecommunications,11/4/23,9.0,AlphaByte AI,Hybrid
XYZ43124,ChatGPT Prompt Engineer,164842,USD,Senior,Freelancer,Switzerland,L,Japan,50,"Prompt Engineering, Transformer, Java, MLOps, Kubernetes",Bachelor,6,Manufacturing,8/7/23,5.9,Quantum Minds,Hybrid
XYZ43125,AI Research Scientist,121122,GBP,Executive,Part Time,Netherlands,L,China,50,"Data Visualization, Computer Vision, Mathematics, GCP, ChatGPT",Associate,7,Automotive,7/27/23,6.2,NeuralNet Inc,Hybrid
XYZ43126,AI Research Scientist,142092,USD,Entry_Level,Part Time,Austria,M,Netherlands,0,"Python, TensorFlow, Java, Spark, Transformer",Bachelor,15,Media,6/1/23,9.0,NextGen Analytics,On-site
XYZ43127,AI Research Scientist,170991,GBP,Senior,Full Time,South Korea,S,United Kingdom,50,"Prompt Engineering, Data Visualization, Git, MLOps, Tableau",Bachelor,14,Gaming,3/9/23,8.1,Visionary AI,Hybrid
XYZ43128,LLM Engineer,110906,EUR,Mid,Contract,Austria,L,Austria,100,"ChatGPT, Statistics, Prompt Engineering, Hadoop, Linux",Master,1,Manufacturing,5/25/23,9.1,NextGen Analytics,Fully Remote
XYZ43129,Generative AI Specialist,75463,GBP,Entry_Level,Contract,South Korea,L,Sweden,50,"Computer Vision, GCP, Spark, Scala, Azure",Master,11,Finance,10/20/23,7.5,NextGen Analytics,Hybrid
XYZ43130,LLM Engineer,148370,GBP,Mid,Freelancer,Sweden,M,India,100,"Computer Vision, Scala, Docker, Python, Hadoop",Master,15,Education,11/26/23,7.6,NextGen Analytics,Fully Remote
XYZ43131,NLP Engineer,125175,EUR,Mid,Full Time,Switzerland,M,Israel,50,"Azure, Mathematics, Scala, Hadoop, LLM",Bachelor,13,Media,6/13/23,7.2,NeuralNet Inc,Hybrid
XYZ43132,ChatGPT Prompt Engineer,87831,GBP,Senior,Freelancer,Ireland,S,Singapore,100,"Computer Vision, Data Visualization, Prompt Engineering, Git, ChatGPT",Master,13,Technology,1/9/23,7.3,Visionary AI,Fully Remote
XYZ43133,Generative AI Specialist,130363,GBP,Senior,Full Time,Denmark,L,Singapore,50,"Prompt Engineering, PyTorch, AWS, MLOps, Linux",PhD,9,Gaming,8/27/23,8.2,NeuralNet Inc,Hybrid
XYZ43134,LLM Engineer,123179,GBP,Mid,Freelancer,South Korea,S,Netherlands,50,"Transformer, R, Spark, Java, GCP",Master,11,Education,7/17/23,8.0,NeuralNet Inc,Hybrid
XYZ43135,Generative AI Specialist,154736,GBP,Entry_Level,Part Time,Denmark,L,South Korea,50,"Java, Data Visualization, TensorFlow, Azure, Kubernetes",PhD,5,Healthcare,11/8/23,5.8,Quantum Minds,Hybrid
